ARO_ID,Gene,Organism,Antibiotics,Drug_Class,Resistance_Mechanism
3006749,PDC-379,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006750,PDC-38,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006751,PDC-381,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006752,PDC-382,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006753,PDC-383,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006754,PDC-385,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006755,PDC-386,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006756,PDC-387,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006757,PDC-388,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006758,PDC-389,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006759,PDC-39,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006760,PDC-390,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006761,PDC-391,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006762,PDC-392,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006763,PDC-394,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006764,PDC-395,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006765,PDC-396,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006766,PDC-397,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006767,PDC-398,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006768,PDC-399,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006769,PDC-40,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006770,PDC-400,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006771,PDC-401,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006772,PDC-402,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006773,PDC-403,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006774,PDC-404,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006775,PDC-405,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006776,PDC-406,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006777,PDC-407,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006778,PDC-408,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006779,PDC-409,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006780,PDC-410,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006781,PDC-411,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006782,PDC-412,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006783,PDC-414,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006784,PDC-415,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006785,PDC-416,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006786,PDC-417,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006787,PDC-418,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006788,PDC-419,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006789,PDC-42,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006790,PDC-420,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006791,PDC-421,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006792,PDC-422,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006793,PDC-423,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006794,PDC-424,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006795,PDC-425,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006796,PDC-426,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006797,PDC-427,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006798,PDC-428,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006799,PDC-430,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006800,PDC-431,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006801,PDC-432,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006802,PDC-433,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006803,PDC-434,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006804,PDC-435,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006805,PDC-436,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006806,PDC-437,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006807,PDC-439,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006808,PDC-440,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006809,PDC-441,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006810,PDC-442,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006811,PDC-443,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006812,PDC-444,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006813,PDC-445,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006814,PDC-446,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006815,PDC-447,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006816,PDC-448,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006817,PDC-450,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006818,PDC-451,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006819,PDC-452,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006820,PDC-453,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006821,PDC-454,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006822,PDC-455,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006823,PDC-456,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006824,PDC-457,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006825,PDC-458,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006826,PDC-459,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006827,PDC-46,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006828,PDC-460,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006829,PDC-462,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006830,PDC-463,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006831,PDC-465,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006832,PDC-466,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006833,PDC-467,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006834,PDC-468,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006835,PDC-469,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006836,PDC-470,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006837,PDC-471,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006838,PDC-472,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006839,PDC-473,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006840,PDC-474,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006841,PDC-475,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006842,PDC-476,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006843,PDC-58,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006844,PDC-60,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006845,PDC-64,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006846,PDC-71,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006847,PDC-94,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006848,PDC-95,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006849,PDC-96,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006850,PDC-97,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006851,PDC-98,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006852,PDC-99,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin,antibiotic inactivation
3006131,PER-10,Acinetobacter baumannii,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006132,PER-11,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006133,PER-12,Providencia rettgeri,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006134,PER-13,Acinetobacter baumannii,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006135,PER-14,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006136,PER-15,Pseudomonas aeruginosa,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006137,PER-16,Proteus mirabilis,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003184,PER-8,Acinetobacter baumannii,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006138,PER-9,Acinetobacter baumannii,,monobactam;carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006965,PFM-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006966,PFM-2,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006967,PFM-3,Pseudomonas fluorescens,,carbapenem,antibiotic inactivation
3006968,PLA-1,Raoultella planticola,,carbapenem;cephalosporin,antibiotic inactivation
3006969,PLA-2a,Raoultella planticola,,carbapenem;cephalosporin,antibiotic inactivation
3006970,PLA-3,Raoultella planticola,,carbapenem;cephalosporin,antibiotic inactivation
3006971,PLA-6,Raoultella planticola,,carbapenem;cephalosporin,antibiotic inactivation
3006972,PLN-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006973,PME-1,Pseudomonas aeruginosa,,carbapenem,antibiotic inactivation
3006974,POM-1,Pseudomonas,,carbapenem,antibiotic inactivation
3006975,POM-2,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006976,PST-1,Pseudomonas stutzeri,,carbapenem,antibiotic inactivation
3006977,PST-2,Pseudomonas,,carbapenem,antibiotic inactivation
3006978,PSV-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem;cephalosporin,antibiotic inactivation
3006979,RAHN-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,cephalosporin,antibiotic inactivation
3006980,RAHN-2,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,cephalosporin,antibiotic inactivation
3006981,RSA2-1,uncultured bacterium,,carbapenem,antibiotic inactivation
3006982,RSD2-1,uncultured bacterium,,carbapenem;cephalosporin,antibiotic inactivation
3006983,RSD2-2,uncultured bacterium,,carbapenem;cephalosporin,antibiotic inactivation
3006984,RUB-1,Serratia rubidaea,,cephalosporin,antibiotic inactivation
3006985,SFC-1,Serratia fonticola,,carbapenem,antibiotic inactivation
3006986,SFO-1,Enterobacter cloacae,,carbapenem,antibiotic inactivation
3006987,SGM-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006988,SGM-2,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006989,SGM-3,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006990,SGM-4,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006991,SGM-5,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006992,SGM-6,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006993,SGM-7,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006994,SHN-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3001164,SHV-115,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001165,SHV-116,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001341,SHV-132,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001346,SHV-146,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3001355,SHV-171,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003590,SHV-190,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3003591,SHV-191,Klebsiella pneumoniae,,cephalosporin;penicillin beta-lactam,antibiotic inactivation
3005494,SIM-2,Pseudomonas aeruginosa,,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006995,SPN79-1,uncultured bacterium,,carbapenem,antibiotic inactivation
3006996,SPR-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006997,SPS-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006998,SPU-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006853,SRT-3,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,cephalosporin,antibiotic inactivation
3006999,SST-1,Serratia marcescens,,cephalosporin,antibiotic inactivation
3007000,STA-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3006139,TEM-98,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3006140,TEM-99,Escherichia coli,ceftazidime;ampicillin,monobactam;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3007001,TER-1,Raoultella terrigena,,carbapenem;cephalosporin,antibiotic inactivation
3007007,TER-2,Raoultella terrigena,,carbapenem;cephalosporin,antibiotic inactivation
3007002,TTU-1,"Bacteria, Viruses, Fungi, and other genome sequence associated with antimicrobial resistance",,carbapenem,antibiotic inactivation
3003146,VEB-10,Proteus mirabilis,,monobactam;cephalosporin,antibiotic inactivation
3006208,VEB-11,Pseudomonas aeruginosa,,monobactam;cephalosporin,antibiotic inactivation
3006209,VEB-12,Pseudomonas aeruginosa,,monobactam;cephalosporin,antibiotic inactivation
3006210,VEB-13,Pseudomonas aeruginosa,,monobactam;cephalosporin,antibiotic inactivation
3006211,VEB-14,Pseudomonas aeruginosa,,monobactam;cephalosporin,antibiotic inactivation
3006212,VEB-15,Escherichia coli,,monobactam;cephalosporin,antibiotic inactivation
3006213,VEB-17,Escherichia coli,,monobactam;cephalosporin,antibiotic inactivation
3006214,VEB-19,Escherichia coli,,monobactam;cephalosporin,antibiotic inactivation
3006215,VEB-20,Pseudomonas aeruginosa,,monobactam;cephalosporin,antibiotic inactivation
3006216,VEB-21,Acinetobacter calcoaceticus/baumannii complex,,monobactam;cephalosporin,antibiotic inactivation
3006217,VEB-22,Pseudomonas aeruginosa,,monobactam;cephalosporin,antibiotic inactivation
3006218,VEB-23,Enterobacter cloacae,,monobactam;cephalosporin,antibiotic inactivation
3006219,VEB-24,Providencia rettgeri,,monobactam;cephalosporin,antibiotic inactivation
3006220,VEB-25,Klebsiella pneumoniae subsp. pneumoniae,,monobactam;cephalosporin,antibiotic inactivation
3006221,VEB-26,Serratia marcescens,,monobactam;cephalosporin,antibiotic inactivation
3006222,VEB-27,Providencia stuartii,,monobactam;cephalosporin,antibiotic inactivation
3007003,VHH-1,Vibrio harveyi,ampicillin,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
3007004,VHW-1,Vibrio harveyi,ampicillin,carbapenem;cephalosporin;penicillin beta-lactam,antibiotic inactivation
