organism_id,name,taxonomy_id,rank,lineage
2258,Sutterella faecalis,2584944,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella
2259,Sutterella megalosphaeroides,2494234,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella
2260,Sutterella parvirubra,437898,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella
2261,Sutterella wadsworthensis,40545,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Sutterellaceae; Sutterella
2262,Suttonella indologenes,13276,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Cardiobacteriales; Cardiobacteriaceae; Suttonella
2263,Synthetic construct,32630,species,other entries; other sequences; artificial sequences,other sequences
2264,Tannerella forsythensis,28112,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Tannerella
2265,Tannerella serpentiformis,712710,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Bacteroidia; Bacteroidales; Tannerellaceae; Tannerella
2266,Tatumella ptyseos,82987,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Tatumella
2267,Tatumella saanichensis,480813,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Erwiniaceae; Tatumella
2268,Terrisporobacter glycolicus,36841,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Peptostreptococcales; Peptostreptococcaceae; Terrisporobacter
2269,Tessaracoccus timonensis,2161816,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Tessaracoccus
2270,Thermophilibacter mediterraneus,1871031,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Thermophilibacter
2271,Thermophilibacter provencensis,1852386,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Coriobacteriia; Coriobacteriales; Atopobiaceae; Thermophilibacter
2272,Thermus thermophilus HB27,262724,strain,cellular organisms; Bacteria; Thermotogati; Deinococcota; Deinococci; Thermales; Thermaceae; Thermus; Thermus thermophilus
2273,Tissierella praeacuta,43131,species,cellular organisms; Bacteria; Bacillati; Bacillota; Tissierellia; Tissierellales; Tissierellaceae; Tissierella
2274,Trabulsiella guamensis,158852,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Enterobacterales; Enterobacteriaceae; Trabulsiella
2275,Transposon Tn4551,2405,species,other entries; other sequences; transposons,Unassigned
2276,Treponema amylovorum,59892,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2277,Treponema denticola,158,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2278,Treponema lecithinolyticum,53418,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2279,Treponema maltophilum,51160,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2280,Treponema medium,58231,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2281,Treponema minutum,1653861,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2282,Treponema pallidum,160,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2283,Treponema pallidum subsp. pallidum,161,subspecies,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema; Treponema pallidum
2284,Treponema parvum,138851,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2285,Treponema pectinovorum,164,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2286,Treponema peruense,2787628,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2287,Treponema phagedenis,162,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2288,Treponema putidum,221027,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2289,Treponema refringens,174922,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2290,Treponema socranskii,53419,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2291,Treponema vincentii,69710,species,cellular organisms; Bacteria; Pseudomonadati; Spirochaetota; Spirochaetia; Spirochaetales; Treponemataceae; Treponema
2292,Tropheryma whipplei,2039,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Micrococcales; Tropherymataceae; Tropheryma
2293,Trueperella bernardiae,59561,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Trueperella
2294,Trueperella pyogenes,1661,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Trueperella
2295,Tsukamurella asaccharolytica,2592067,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2296,Tsukamurella conjunctivitidis,2592068,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2297,Tsukamurella hominis,1970232,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2298,Tsukamurella hongkongensis,1671023,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2299,Tsukamurella inchonensis,42777,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2300,Tsukamurella ocularis,1970234,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2301,Tsukamurella paurometabola,2061,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2302,Tsukamurella pulmonis,47312,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2303,Tsukamurella sinensis,1671022,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2304,Tsukamurella spumae,44753,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2305,Tsukamurella sputi,2591848,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2306,Tsukamurella strandjordii,147577,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2307,Tsukamurella tyrosinosolvens,57704,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Tsukamurellaceae; Tsukamurella
2308,Turicella otitidis,29321,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Mycobacteriales; Corynebacteriaceae; Corynebacterium
2309,Turicibacter sanguinis,154288,species,cellular organisms; Bacteria; Bacillati; Bacillota; Erysipelotrichia; Erysipelotrichales; Turicibacteraceae; Turicibacter
2310,Unclassified acinetobacter,196816,no rank,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Moraxellales; Moraxellaceae; Acinetobacter,Pseudomonadota
2311,Uncultured bacterium,77133,species,cellular organisms; Bacteria; environmental samples
2312,Uncultured bacterium Ak20-3,798570,species,cellular organisms; Bacteria; environmental samples
2313,Uncultured bacterium AOTet43,654983,species,cellular organisms; Bacteria; environmental samples
2314,Uncultured bacterium BLR1,506512,species,cellular organisms; Bacteria; environmental samples
2315,Uncultured bacterium BLR10,506513,species,cellular organisms; Bacteria; environmental samples
2316,Uncultured bacterium BLR12,506514,species,cellular organisms; Bacteria; environmental samples
2317,Uncultured bacterium BLR13,506515,species,cellular organisms; Bacteria; environmental samples
2318,Uncultured bacterium BLR17,506517,species,cellular organisms; Bacteria; environmental samples
2319,Uncultured bacterium BLR18,506518,species,cellular organisms; Bacteria; environmental samples
2320,Uncultured bacterium BLR19,506519,species,cellular organisms; Bacteria; environmental samples
2321,Uncultured bacterium BLR2,506520,species,cellular organisms; Bacteria; environmental samples
2322,Uncultured bacterium BLR3,506521,species,cellular organisms; Bacteria; environmental samples
2323,Uncultured bacterium BLR5,506522,species,cellular organisms; Bacteria; environmental samples
2324,Uncultured bacterium BLR7,506523,species,cellular organisms; Bacteria; environmental samples
2325,Uncultured bacterium BLR8,506524,species,cellular organisms; Bacteria; environmental samples
2326,Uncultured bacterium BLR9,506525,species,cellular organisms; Bacteria; environmental samples
2327,Uncultured bacterium IN-02,1805580,species,cellular organisms; Bacteria; environmental samples
2328,Uncultured bacterium IN-14,1805592,species,cellular organisms; Bacteria; environmental samples
2329,Uncultured organism,155900,species,unclassified entries; unclassified sequences; environmental samples,unclassified sequences
2330,Ureaplasma parvum,134821,species,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mycoplasmoidales; Mycoplasmoidaceae; Ureaplasma
2331,Ureaplasma urealyticum,2130,species,cellular organisms; Bacteria; Bacillati; Mycoplasmatota; Mycoplasmoidales; Mycoplasmoidaceae; Ureaplasma
2332,Vaginella massiliensis,1816680,species,cellular organisms; Bacteria; Pseudomonadati; FCB group; Bacteroidota/Chlorobiota group; Bacteroidota; Flavobacteriia; Flavobacteriales; Flavobacteriaceae; Vaginella
2333,Vaginimicrobium propionicum,1871034,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Propionibacteriales; Propionibacteriaceae; Vaginimicrobium
2334,Vagococcus fluvialis,2738,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Vagococcus
2335,Vagococcus vulneris,1977869,species,cellular organisms; Bacteria; Bacillati; Bacillota; Bacilli; Lactobacillales; Enterococcaceae; Vagococcus
2336,Vandammella animalimorsus,2029117,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Vandammella
2337,Varibaculum anthropi,1177728,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Varibaculum
2338,Varibaculum cambriensis,184870,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Varibaculum
2339,Varibaculum massiliense,1852372,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Varibaculum
2340,Varibaculum timonense,1964383,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Varibaculum
2341,Varibaculum vaginae,2364797,species,cellular organisms; Bacteria; Bacillati; Actinomycetota; Actinomycetes; Actinomycetales; Actinomycetaceae; Varibaculum
2342,Variovorax durovernensis,2832471,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Betaproteobacteria; Burkholderiales; Comamonadaceae; Variovorax
2343,Veillonella montpellierensis,187328,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella
2344,Veillonella nakazawae,2682456,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella
2345,Veillonella orientalis,2682455,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella
2346,Veillonella parvula,29466,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella
2347,Veillonella rogosae,423477,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella
2348,Veillonella seminalis,1502943,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella
2349,Veillonella tobetsuensis,1110546,species,cellular organisms; Bacteria; Bacillati; Bacillota; Negativicutes; Veillonellales; Veillonellaceae; Veillonella
2350,Vescimonas coprocola,2714355,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Vescimonas
2351,Vescimonas fastidiosa,2714353,species,cellular organisms; Bacteria; Bacillati; Bacillota; Clostridia; Eubacteriales; Oscillospiraceae; Vescimonas
2352,Vibrio,662,genus,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae
2353,Vibrio alginolyticus,663,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group
2354,Vibrio anguillarum,55601,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
2355,Vibrio cholerae,666,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
2356,Vibrio cholerae MO10,345072,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae
2357,Vibrio cholerae non-O1/non-O139,156539,serogroup,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae
2358,Vibrio cholerae O1,127906,serogroup,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae
2359,Vibrio cholerae O1 biovar El Tor str. N16961,243277,strain,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio cholerae; Vibrio cholerae O1; Vibrio cholerae O1 biovar El Tor
2360,Vibrio cidicii,1763883,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
2361,Vibrio cincinnatiensis,675,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
2362,Vibrio diabolicus,50719,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio; Vibrio harveyi group; Vibrio diabolicus subgroup
2363,Vibrio fluvialis,676,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
2364,Vibrio fortis,212667,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
2365,Vibrio furnissii,29494,species,cellular organisms; Bacteria; Pseudomonadati; Pseudomonadota; Gammaproteobacteria; Vibrionales; Vibrionaceae; Vibrio
