gene_id,aro_accession,name,family_id,description,mechanism_id,DNA_accession,RNA_accession
3008765,ARO:3008765,OXA-988,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-988.,1004,gb|MZ265740.1|+|1-822|OXA-988 [Acinetobacter pittii],gb|QWA20187.1|+|OXA-988 [Acinetobacter pittii]
3008766,ARO:3008766,OXA-989,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-989.,1004,gb|MZ265741.1|+|1-822|OXA-989 [Acinetobacter lactucae],gb|QWA20188.1|+|OXA-989 [Acinetobacter lactucae]
3008767,ARO:3008767,OXA-990,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-990.,1004,gb|MZ265742.1|+|1-822|OXA-990 [Acinetobacter calcoaceticus],gb|QWA20189.1|+|OXA-990 [Acinetobacter calcoaceticus]
3008768,ARO:3008768,OXA-991,3000017;3007700,OXA-134 family carbapenem-hydrolyzing class D beta-lactamase OXA-991.,1004,gb|MZ265743.1|+|1-831|OXA-991 [Acinetobacter schindleri],gb|QWA20190.1|+|OXA-991 [Acinetobacter schindleri]
3008769,ARO:3008769,OXA-992,3000017;3007706,OXA-213 family carbapenem-hydrolyzing class D beta-lactamase OXA-992.,1004,gb|MZ265744.1|+|1-822|OXA-992 [Acinetobacter pittii],gb|QWA20191.1|+|OXA-992 [Acinetobacter pittii]
3008770,ARO:3008770,OXA-993,3000017;3007715,OXA-294 family class D beta-lactamase OXA-993.,1004,gb|MZ265745.1|+|1-837|OXA-993 [Acinetobacter vivianii],gb|QWA20192.1|+|OXA-993 [Acinetobacter vivianii]
3008771,ARO:3008771,OXA-994,3000017;3007715,OXA-294 family class D beta-lactamase OXA-994.,1004,gb|MZ265746.1|+|1-837|OXA-994 [Acinetobacter vivianii],gb|QWA20193.1|+|OXA-994 [Acinetobacter vivianii]
3008772,ARO:3008772,OXA-995,3000017;3007715,OXA-294 family class D beta-lactamase OXA-995.,1004,gb|MZ265747.1|+|1-837|OXA-995 [Acinetobacter courvalinii],gb|QWA20194.1|+|OXA-995 [Acinetobacter courvalinii]
3008773,ARO:3008773,OXA-996,3000017;3007715,OXA-294 family class D beta-lactamase OXA-996.,1004,gb|MZ265748.1|+|1-837|OXA-996 [Acinetobacter courvalinii],gb|QWA20195.1|+|OXA-996 [Acinetobacter courvalinii]
3008774,ARO:3008774,OXA-997,3000017;3007715,OXA-294 family class D beta-lactamase OXA-997.,1004,gb|MZ265749.1|+|1-837|OXA-997 [Acinetobacter vivianii],gb|QWA20196.1|+|OXA-997 [Acinetobacter vivianii]
3008775,ARO:3008775,OXA-998,3000017;3007715,OXA-294 family class D beta-lactamase OXA-998.,1004,gb|MZ265750.1|+|1-837|OXA-998 [Acinetobacter courvalinii],gb|QWA20197.1|+|OXA-998 [Acinetobacter courvalinii]
3008776,ARO:3008776,OXA-999,3000017,Class D beta-lactamase OXA-999.,1004,gb|MZ265751.1|+|1-840|OXA-999 [Acinetobacter gerneri],gb|QWA20198.1|+|OXA-999 [Acinetobacter gerneri]
3008777,ARO:3008777,OXY-1-11,3002388,Extended-spectrum class A beta-lactamase OXY-1-11.,1004,gb|CP056453.1|+|4671972-4672847|OXY-1-11 [Klebsiella oxytoca],gb|QLX89879.1|+|OXY-1-11 [Klebsiella oxytoca]
3008778,ARO:3008778,OXY-1-12,3002388,Extended-spectrum class A beta-lactamase OXY-1-12.,1004,gb|LJFC02000166.1|+|129023-129895|OXY-1-12 [Klebsiella michiganensis],gb|OEG79869.1|+|OXY-1-12 [Klebsiella michiganensis]
3008779,ARO:3008779,OXY-1-13,3002388,Extended-spectrum class A beta-lactamase OXY-1-13.,1004,gb|CP073305.1|+|4910876-4911748|OXY-1-13 [Klebsiella michiganensis],gb|QUG45386.1|+|OXY-1-13 [Klebsiella michiganensis]
3008780,ARO:3008780,OXY-1-16,3002388,Extended-spectrum class A beta-lactamase OXY-1-16.,1004,gb|WUMF01000005.1|+|80390-81265|OXY-1-16 [Klebsiella michiganensis],gb|MXJ81313.1|+|OXY-1-16 [Klebsiella michiganensis]
3008781,ARO:3008781,OXY-1-17,3002388,Extended-spectrum class A beta-lactamase OXY-1-17.,1004,gb|CP048108.1|+|2989579-2990454|OXY-1-17 [Klebsiella michiganensis],gb|QHS46647.1|+|OXY-1-17 [Klebsiella michiganensis]
3008782,ARO:3008782,OXY-1-18,3002388,Extended-spectrum class A beta-lactamase OXY-1-18.,1004,gb|CP060111.1|+|4576169-4577044|OXY-1-18 [Klebsiella michiganensis],gb|QNE50014.1|+|OXY-1-18 [Klebsiella michiganensis]
3008783,ARO:3008783,OXY-1-19,3002388,Extended-spectrum class A beta-lactamase OXY-1-19.,1004,gb|JADRUQ010000001.1|+|79610-80485|OXY-1-19 [Klebsiella michiganensis],gb|MBG2697728.1|+|OXY-1-19 [Klebsiella michiganensis]
3008784,ARO:3008784,OXY-10-1,3002388,Extended-spectrum class A beta-lactamase OXY-10-1.,1004,gb|QJJG01000004.1|-|70931-71803|OXY-10-1 [Klebsiella oxytoca],gb|PXW47003.1|+|OXY-10-1 [Klebsiella oxytoca]
3008785,ARO:3008785,OXY-11-1,3002388,Extended-spectrum class A beta-lactamase OXY-11-1.,1004,gb|CP046115.1|-|1479411-1480286|OXY-11-1 [Klebsiella oxytoca],gb|QGN37045.1|+|OXY-11-1 [Klebsiella oxytoca]
3008786,ARO:3008786,OXY-12-1,3002388,Extended-spectrum class A beta-lactamase OXY-12-1.,1004,gb|CP056483.1|+|4480743-4481615|OXY-12-1 [Klebsiella sp.],gb|QLT77668.1|+|OXY-12-1 [Klebsiella sp.]
3008787,ARO:3008787,OXY-12-2,3002388,Extended-spectrum class A beta-lactamase OXY-12-2.,1004,gb|JABXQS010000001.1|+|3280379-3281251|OXY-12-2 [Klebsiella sp.],gb|MBA7932644.1|+|OXY-12-2 [Klebsiella sp.]
3008788,ARO:3008788,OXY-2-17,3002388,Extended-spectrum class A beta-lactamase OXY-2-17.,1004,gb|KT001249.1|+|1-873|OXY-2-17 [Klebsiella oxytoca],gb|ALC79260.1|+|OXY-2-17 [Klebsiella oxytoca]
3008789,ARO:3008789,OXY-2-18,3002388,Extended-spectrum class A beta-lactamase OXY-2-18.,1004,gb|CACSHZ010000084.1|-|200747-201619|OXY-2-18 [Klebsiella oxytoca],gb|CAA0290077.1|+|OXY-2-18 [Klebsiella oxytoca]
3008790,ARO:3008790,OXY-2-19,3002388,Extended-spectrum class A beta-lactamase OXY-2-19.,1004,gb|KT001251.1|+|1-873|OXY-2-19 [Klebsiella oxytoca],gb|ALC79262.1|+|OXY-2-19 [Klebsiella oxytoca]
3008791,ARO:3008791,OXY-2-20,3002388,Extended-spectrum class A beta-lactamase OXY-2-20.,1004,gb|VNUM01000003.1|-|39808-40680|OXY-2-20 [Klebsiella oxytoca],gb|MBZ7692543.1|+|OXY-2-20 [Klebsiella oxytoca]
3008792,ARO:3008792,OXY-2-21,3002388,Extended-spectrum class A beta-lactamase OXY-2-21.,1004,gb|FLAI01000001.1|+|590656-591528|OXY-2-21 [Klebsiella oxytoca],gb|SBL39456.1|+|OXY-2-21 [Klebsiella oxytoca]
3008793,ARO:3008793,OXY-2-22,3002388,Extended-spectrum class A beta-lactamase OXY-2-22.,1004,gb|CP057330.1|+|4406765-4407637|OXY-2-22 [Klebsiella oxytoca],gb|QMF99399.1|+|OXY-2-22 [Klebsiella oxytoca]
3008794,ARO:3008794,OXY-2-23,3002388,Extended-spectrum class A beta-lactamase OXY-2-23.,1004,gb|FKZK01000002.1|+|314694-315560|OXY-2-23 [Klebsiella oxytoca],gb|SBL53835.1|+|OXY-2-23 [Klebsiella oxytoca]
3008795,ARO:3008795,OXY-2-24,3002388,Extended-spectrum class A beta-lactamase OXY-2-24.,1004,gb|FKYZ01000006.1|+|146837-147703|OXY-2-24 [Klebsiella oxytoca],gb|SAP44621.1|+|OXY-2-24 [Klebsiella oxytoca]
3008796,ARO:3008796,OXY-2-25,3002388,Extended-spectrum class A beta-lactamase OXY-2-25.,1004,gb|PCMV01000012.1|+|164085-164957|OXY-2-25 [Klebsiella oxytoca],gb|PDO72816.1|+|OXY-2-25 [Klebsiella oxytoca]
3008797,ARO:3008797,OXY-2-26,3002388,Extended-spectrum class A beta-lactamase OXY-2-26.,1004,gb|CAJNWH010000001.1|+|4302633-4303505|OXY-2-26 [Klebsiella oxytoca],gb|CAF2893366.1|+|OXY-2-26 [Klebsiella oxytoca]
3008798,ARO:3008798,OXY-2-27,3002388,Extended-spectrum class A beta-lactamase OXY-2-27.,1004,gb|VNUT01000008.1|-|17438-18310|OXY-2-27 [Klebsiella oxytoca],gb|MBZ7699249.1|+|OXY-2-27 [Klebsiella oxytoca]
3008799,ARO:3008799,OXY-2-28,3002388,Extended-spectrum class A beta-lactamase OXY-2-28.,1004,gb|DACSOX010000001.1|-|173023-173892|OXY-2-28 [Klebsiella oxytoca],gb|HAT2769319.1|+|OXY-2-28 [Klebsiella oxytoca]
3008800,ARO:3008800,OXY-2-30,3002388,Extended-spectrum class A beta-lactamase OXY-2-30.,1004,gb|CP093271.1|+|4297979-4298848|OXY-2-30 [Klebsiella oxytoca],gb|UNI52884.1|+|OXY-2-30 [Klebsiella oxytoca]
3008801,ARO:3008801,OXY-3-2,3002388,Extended-spectrum class A beta-lactamase OXY-3-2.,1004,gb|CABGHF010000056.1|-|139523-140389|OXY-3-2 [Klebsiella spallanzanii],gb|VUT06406.1|+|OXY-3-2 [Klebsiella spallanzanii]
3008802,ARO:3008802,OXY-3-3,3002388,Extended-spectrum class A beta-lactamase OXY-3-3.,1004,gb|CABGGS010000001.1|+|686749-687615|OXY-3-3 [Klebsiella spallanzanii],gb|VUS24148.1|+|OXY-3-3 [Klebsiella spallanzanii]
3008803,ARO:3008803,OXY-4-2,3002388,Extended-spectrum class A beta-lactamase OXY-4-2.,1004,gb|CABGHC010000001.1|+|1048284-1049156|OXY-4-2 [Klebsiella pasteurii],gb|VUS33624.1|+|OXY-4-2 [Klebsiella pasteurii]
3008804,ARO:3008804,OXY-4-3,3002388,Extended-spectrum class A beta-lactamase OXY-4-3.,1004,gb|CP073236.1|-|5453998-5454870|OXY-4-3 [Klebsiella pasteurii],gb|QUE96219.1|+|OXY-4-3 [Klebsiella pasteurii]
3008805,ARO:3008805,OXY-4-4,3002388,Extended-spectrum class A beta-lactamase OXY-4-4.,1004,gb|CABGHE010000001.1|+|1127454-1128326|OXY-4-4 [Klebsiella pasteurii],gb|VUS34372.1|+|OXY-4-4 [Klebsiella pasteurii]
3008806,ARO:3008806,OXY-4-5,3002388,Extended-spectrum class A beta-lactamase OXY-4-5.,1004,gb|CABGHB010000001.1|+|1091467-1092339|OXY-4-5 [Klebsiella pasteurii],gb|VUS34048.1|+|OXY-4-5 [Klebsiella pasteurii]
3008807,ARO:3008807,OXY-5-10,3002388,Extended-spectrum class A beta-lactamase OXY-5-10.,1004,gb|JACOEB010000001.1|+|150968-151840|OXY-5-10 [Klebsiella michiganensis],gb|MBC3630379.1|+|OXY-5-10 [Klebsiella michiganensis]
3008808,ARO:3008808,OXY-5-11,3002388,Extended-spectrum class A beta-lactamase OXY-5-11.,1004,gb|CP095761.1|+|4380896-4381768|OXY-5-11 [Klebsiella michiganensis],gb|UPI86066.1|+|OXY-5-11 [Klebsiella michiganensis]
3008809,ARO:3008809,OXY-5-6,3002388,Extended-spectrum class A beta-lactamase OXY-5-6.,1004,gb|CP055325.1|+|4352949-4353821|OXY-5-6 [Klebsiella michiganensis],gb|QLO26335.1|+|OXY-5-6 [Klebsiella michiganensis]
3008810,ARO:3008810,OXY-5-7,3002388,Extended-spectrum class A beta-lactamase OXY-5-7.,1004,gb|CP058212.1|+|4461816-4462688|OXY-5-7 [Klebsiella michiganensis],gb|QLP37798.1|+|OXY-5-7 [Klebsiella michiganensis]
3008811,ARO:3008811,OXY-5-8,3002388,Extended-spectrum class A beta-lactamase OXY-5-8.,1004,gb|CP055985.1|-|4819369-4820241|OXY-5-8 [Klebsiella michiganensis],gb|QMR57622.1|+|OXY-5-8 [Klebsiella michiganensis]
3008812,ARO:3008812,OXY-6-10,3002388,Extended-spectrum class A beta-lactamase OXY-6-10.,1004,gb|CP055315.1|+|4323853-4324728|OXY-6-10 [Klebsiella grimontii],gb|QLO53791.1|+|OXY-6-10 [Klebsiella grimontii]
3008813,ARO:3008813,OXY-6-11,3002388,Extended-spectrum class A beta-lactamase OXY-6-11.,1004,gb|CP067433.1|-|31311-32186|OXY-6-11 [Klebsiella grimontii],gb|QQQ22795.1|+|OXY-6-11 [Klebsiella grimontii]
3008814,ARO:3008814,OXY-6-5,3002388,Extended-spectrum class A beta-lactamase OXY-6-5.,1004,gb|CP056150.1|+|4518797-4519669|OXY-6-5 [Klebsiella grimontii],gb|QLT10828.1|+|OXY-6-5 [Klebsiella grimontii]
3008815,ARO:3008815,OXY-6-7,3002388,Extended-spectrum class A beta-lactamase OXY-6-7.,1004,gb|CP091752.1|+|4194728-4195603|OXY-6-7 [Klebsiella grimontii],gb|UNF11602.1|+|OXY-6-7 [Klebsiella grimontii]
3008816,ARO:3008816,OXY-7-1,3002388,Extended-spectrum class A beta-lactamase OXY-7-1.,1004,gb|KT001254.1|+|1-873|OXY-7-1 [Klebsiella oxytoca],gb|ALC79265.1|+|OXY-7-1 [Klebsiella oxytoca]
3008817,ARO:3008817,OXY-8-1,3002388,Extended-spectrum class A beta-lactamase OXY-8-1.,1004,gb|CP036175.1|+|4399699-4400571|OXY-8-1 [Klebsiella huaxiensis],gb|QBG09484.1|+|OXY-8-1 [Klebsiella huaxiensis]
3008818,ARO:3008818,OXY-8-2,3002388,Extended-spectrum class A beta-lactamase OXY-8-2.,1004,gb|CABGGQ010000064.1|-|86929-87801|OXY-8-2 [Klebsiella huaxiensis],gb|VUT22948.1|+|OXY-8-2 [Klebsiella huaxiensis]
3008819,ARO:3008819,OXY-8-3,3002388,Extended-spectrum class A beta-lactamase OXY-8-3.,1004,gb|CABGGW010000001.1|+|393714-394586|OXY-8-3 [Klebsiella huaxiensis],gb|VUS23187.1|+|OXY-8-3 [Klebsiella huaxiensis]
3008820,ARO:3008820,OXY-9-1,3002388,Extended-spectrum class A beta-lactamase OXY-9-1.,1004,gb|CABGGU010000083.1|-|241-1116|OXY-9-1 [Klebsiella spallanzanii],gb|VUS47486.1|+|OXY-9-1 [Klebsiella spallanzanii]
3008821,ARO:3008821,PAD-1,3007872,Carbapenem-hydrolyzing class A beta-lactamase PAD-1.,1004,gb|LNTU01000040.1|+|32462-33355|PAD-1 [Paramesorhizobium deserti],gb|KXF74838.1|+|PAD-1 [Paramesorhizobium deserti]
3008822,ARO:3008822,PAM-5,3007198,Subclass B3 metallo-beta-lactamase PAM-5.,1004,gb|PP331844.1|+|1-864|PAM-5 [Pseudomonas tohonis],gb|WVW91709.1|+|PAM-5 [Pseudomonas tohonis]
3008823,ARO:3008823,PC1,3004197,BlaZ family penicillin-hydrolyzing class A beta-lactamase PC1.,1004,gb|X04121.1|+|140-985|PC1 [Staphylococcus aureus],gb|CAA27733.1|+|PC1 [Staphylococcus aureus]
3008824,ARO:3008824,PDC-477,3000098,Inhibitor-resistant class C beta-lactamase PDC-477.,1004,gb|MW672263.1|+|1-1194|PDC-477 [Pseudomonas aeruginosa],gb|QSG71713.1|+|PDC-477 [Pseudomonas aeruginosa]
3008825,ARO:3008825,PDC-478,3000098,Inhibitor-resistant class C beta-lactamase PDC-478.,1004,gb|MW672264.1|+|1-1194|PDC-478 [Pseudomonas aeruginosa],gb|QSG71714.1|+|PDC-478 [Pseudomonas aeruginosa]
3008826,ARO:3008826,PDC-479,3000098,Inhibitor-resistant extended-spectrum class C beta-lactamase PDC-479.,1004,gb|MW805184.1|+|1-1194|PDC-479 [Pseudomonas aeruginosa],gb|QTG68650.1|+|PDC-479 [Pseudomonas aeruginosa]
3008827,ARO:3008827,PDC-480,3000098,Inhibitor-resistant extended-spectrum class C beta-lactamase PDC-480.,1004,gb|MW805186.1|+|1-1194|PDC-480 [Pseudomonas aeruginosa],gb|QTG68652.1|+|PDC-480 [Pseudomonas aeruginosa]
3008828,ARO:3008828,PDC-481,3000098,Inhibitor-resistant extended-spectrum class C beta-lactamase PDC-481.,1004,gb|MW805187.1|+|1-1191|PDC-481 [Pseudomonas aeruginosa],gb|QTG68653.1|+|PDC-481 [Pseudomonas aeruginosa]
3008829,ARO:3008829,PDC-482,3000098,Inhibitor-resistant extended-spectrum class C beta-lactamase PDC-482.,1004,gb|MZ067233.1|+|1-1194|PDC-482 [Pseudomonas aeruginosa],gb|QUR41145.1|+|PDC-482 [Pseudomonas aeruginosa]
3008830,ARO:3008830,PDC-483,3000098,Inhibitor-resistant class C beta-lactamase PDC-483.,1004,gb|MZ067234.1|+|1-1194|PDC-483 [Pseudomonas aeruginosa],gb|QUR41146.1|+|PDC-483 [Pseudomonas aeruginosa]
3008831,ARO:3008831,PDC-484,3000098,Class C beta-lactamase PDC-484.,1004,gb|MZ424298.1|+|1-1194|PDC-484 [Pseudomonas aeruginosa],gb|QWW93428.1|+|PDC-484 [Pseudomonas aeruginosa]
3008832,ARO:3008832,PDC-485,3000098,Class C beta-lactamase PDC-485.,1004,gb|MZ424299.1|+|1-1194|PDC-485 [Pseudomonas aeruginosa],gb|QWW93429.1|+|PDC-485 [Pseudomonas aeruginosa]
3008833,ARO:3008833,PDC-486,3000098,Class C beta-lactamase PDC-486.,1004,gb|MZ424300.1|+|1-1194|PDC-486 [Pseudomonas aeruginosa],gb|QWW93430.1|+|PDC-486 [Pseudomonas aeruginosa]
3008834,ARO:3008834,PDC-487,3000098,Inhibitor-resistant extended-spectrum class C beta-lactamase PDC-487.,1004,gb|MZ424301.1|+|1-1194|PDC-487 [Pseudomonas aeruginosa],gb|QWW93431.1|+|PDC-487 [Pseudomonas aeruginosa]
3008835,ARO:3008835,PDC-488,3000098,Class C beta-lactamase PDC-488.,1004,gb|MZ424302.1|+|1-1194|PDC-488 [Pseudomonas aeruginosa],gb|QWW93432.1|+|PDC-488 [Pseudomonas aeruginosa]
3008836,ARO:3008836,PDC-489,3000098,Class C beta-lactamase PDC-489.,1004,gb|MZ701696.1|+|1-1194|PDC-489 [Pseudomonas aeruginosa],gb|QYZ75852.1|+|PDC-489 [Pseudomonas aeruginosa]
3008837,ARO:3008837,PDC-490,3000098,Class C beta-lactamase PDC-490.,1004,gb|MZ701697.1|+|1-1194|PDC-490 [Pseudomonas aeruginosa],gb|QYZ75853.1|+|PDC-490 [Pseudomonas aeruginosa]
3008838,ARO:3008838,PDC-491,3000098,Class C beta-lactamase PDC-491.,1004,gb|MZ701698.1|+|1-1194|PDC-491 [Pseudomonas aeruginosa],gb|QYZ75854.1|+|PDC-491 [Pseudomonas aeruginosa]
3008839,ARO:3008839,PDC-492,3000098,Class C beta-lactamase PDC-492.,1004,gb|MZ701699.1|+|1-1194|PDC-492 [Pseudomonas aeruginosa],gb|QYZ75855.1|+|PDC-492 [Pseudomonas aeruginosa]
3008840,ARO:3008840,PDC-493,3000098,Class C beta-lactamase PDC-493.,1004,gb|MZ701700.1|+|1-1194|PDC-493 [Pseudomonas aeruginosa],gb|QYZ75856.1|+|PDC-493 [Pseudomonas aeruginosa]
3008841,ARO:3008841,PDC-494,3000098,Class C beta-lactamase PDC-494.,1004,gb|MZ701701.1|+|1-1194|PDC-494 [Pseudomonas aeruginosa],gb|QYZ75857.1|+|PDC-494 [Pseudomonas aeruginosa]
3008842,ARO:3008842,PDC-495,3000098,Class C beta-lactamase PDC-495.,1004,gb|MZ701702.1|+|1-1194|PDC-495 [Pseudomonas aeruginosa],gb|QYZ75858.1|+|PDC-495 [Pseudomonas aeruginosa]
3008843,ARO:3008843,PDC-496,3000098,Class C beta-lactamase PDC-496.,1004,gb|MZ701703.1|+|1-1194|PDC-496 [Pseudomonas aeruginosa],gb|QYZ75859.1|+|PDC-496 [Pseudomonas aeruginosa]
3008844,ARO:3008844,PDC-497,3000098,Inhibitor-resistant extended-spectrum class C beta-lactamase PDC-497.,1004,gb|MZ895127.1|+|1-1194|PDC-497 [Pseudomonas aeruginosa],gb|UAX43329.1|+|PDC-497 [Pseudomonas aeruginosa]
3008845,ARO:3008845,PDC-498,3000098,Class C beta-lactamase PDC-498.,1004,gb|OL516038.1|+|1-1194|PDC-498 [Pseudomonas aeruginosa],gb|UGN25765.1|+|PDC-498 [Pseudomonas aeruginosa]
3008846,ARO:3008846,PDC-499,3000098,Class C beta-lactamase PDC-499.,1004,gb|OL516039.1|+|1-1194|PDC-499 [Pseudomonas aeruginosa],gb|UGN25766.1|+|PDC-499 [Pseudomonas aeruginosa]
3008847,ARO:3008847,PDC-500,3000098,Inhibitor-resistant class C beta-lactamase PDC-500.,1004,gb|OL516040.1|+|1-1194|PDC-500 [Pseudomonas aeruginosa],gb|UGN25767.1|+|PDC-500 [Pseudomonas aeruginosa]
3008848,ARO:3008848,PDC-501,3000098,Class C beta-lactamase PDC-501.,1004,gb|OL774881.1|+|1-1194|PDC-501 [Pseudomonas aeruginosa],gb|UGW32402.1|+|PDC-501 [Pseudomonas aeruginosa]
3008849,ARO:3008849,PDC-502,3000098,Class C beta-lactamase PDC-502.,1004,gb|OL774882.1|+|1-1194|PDC-502 [Pseudomonas aeruginosa],gb|UGW32403.1|+|PDC-502 [Pseudomonas aeruginosa]
3008850,ARO:3008850,PDC-503,3000098,Class C beta-lactamase PDC-503.,1004,gb|OL774883.1|+|1-1194|PDC-503 [Pseudomonas aeruginosa],gb|UGW32404.1|+|PDC-503 [Pseudomonas aeruginosa]
3008851,ARO:3008851,PDC-504,3000098,Class C beta-lactamase PDC-504.,1004,gb|OL774884.1|+|1-1194|PDC-504 [Pseudomonas aeruginosa],gb|UGW32405.1|+|PDC-504 [Pseudomonas aeruginosa]
3008852,ARO:3008852,PDC-505,3000098,Class C beta-lactamase PDC-505.,1004,gb|OL774885.1|+|1-1194|PDC-505 [Pseudomonas aeruginosa],gb|UGW32406.1|+|PDC-505 [Pseudomonas aeruginosa]
3008853,ARO:3008853,PDC-506,3000098,Class C beta-lactamase PDC-506.,1004,gb|OL774886.1|+|1-1194|PDC-506 [Pseudomonas aeruginosa],gb|UGW32407.1|+|PDC-506 [Pseudomonas aeruginosa]
3008854,ARO:3008854,PDC-507,3000098,Class C beta-lactamase PDC-507.,1004,gb|OL901277.1|+|1-1173|PDC-507 [Pseudomonas aeruginosa],gb|UHO07588.1|+|PDC-507 [Pseudomonas aeruginosa]
3008855,ARO:3008855,PDC-508,3000098,Class C beta-lactamase PDC-508.,1004,gb|OL989851.1|+|1-1194|PDC-508 [Pseudomonas aeruginosa],gb|UHO07593.1|+|PDC-508 [Pseudomonas aeruginosa]
3008856,ARO:3008856,PDC-509,3000098,Class C beta-lactamase PDC-509.,1004,gb|OL989853.1|+|1-1194|PDC-509 [Pseudomonas aeruginosa],gb|UHO07595.1|+|PDC-509 [Pseudomonas aeruginosa]
3008857,ARO:3008857,PDC-510,3000098,Inhibitor-resistant class C beta-lactamase PDC-510.,1004,gb|OM368331.1|+|1-1194|PDC-510 [Pseudomonas aeruginosa],gb|UKA98423.1|+|PDC-510 [Pseudomonas aeruginosa]
3008858,ARO:3008858,PDC-511,3000098,Class C beta-lactamase PDC-511.,1004,gb|OM368332.1|+|1-1194|PDC-511 [Pseudomonas aeruginosa],gb|UKA98424.1|+|PDC-511 [Pseudomonas aeruginosa]
3008859,ARO:3008859,PDC-512,3000098,Class C beta-lactamase PDC-512.,1004,gb|OM572560.1|+|1-1194|PDC-512 [Pseudomonas aeruginosa],gb|ULU82598.1|+|PDC-512 [Pseudomonas aeruginosa]
3008860,ARO:3008860,PDC-513,3000098,Class C beta-lactamase PDC-513.,1004,gb|OM681519.1|+|1-1194|PDC-513 [Pseudomonas aeruginosa],gb|ULU82665.1|+|PDC-513 [Pseudomonas aeruginosa]
3008861,ARO:3008861,PDC-514,3000098,Class C beta-lactamase PDC-514.,1004,gb|OM813005.1|+|1-1194|PDC-514 [Pseudomonas aeruginosa],gb|UMO60339.1|+|PDC-514 [Pseudomonas aeruginosa]
3008862,ARO:3008862,PDC-515,3000098,Inhibitor-resistant extended-spectrum class C beta-lactamase PDC-515.,1004,gb|OM813006.1|+|1-1194|PDC-515 [Pseudomonas aeruginosa],gb|UMO60340.1|+|PDC-515 [Pseudomonas aeruginosa]
3008863,ARO:3008863,PDC-516,3000098,Class C beta-lactamase PDC-516.,1004,gb|OM813007.1|+|1-1194|PDC-516 [Pseudomonas aeruginosa],gb|UMO60341.1|+|PDC-516 [Pseudomonas aeruginosa]
3008864,ARO:3008864,PDC-517,3000098,Class C beta-lactamase PDC-517.,1004,gb|ON053203.1|+|1-1194|PDC-517 [Pseudomonas aeruginosa],gb|UNZ81761.1|+|PDC-517 [Pseudomonas aeruginosa]
3008865,ARO:3008865,PDC-518,3000098,Class C beta-lactamase PDC-518.,1004,gb|ON191577.1|+|1-1182|PDC-518 [Pseudomonas aeruginosa],gb|UOU25743.1|+|PDC-518 [Pseudomonas aeruginosa]
3008866,ARO:3008866,PDC-519,3000098,Inhibitor-resistant cephalosporin-hydrolyzing class C beta-lactamase PDC-519.,1004,gb|ON713451.1|+|1-1197|PDC-519 [Pseudomonas aeruginosa],gb|URY98700.1|+|PDC-519 [Pseudomonas aeruginosa]
3008867,ARO:3008867,PDC-520,3000098,Class C beta-lactamase PDC-520.,1004,gb|ON960903.1|+|1-1194|PDC-520 [Pseudomonas aeruginosa],gb|UTQ48800.1|+|PDC-520 [Pseudomonas aeruginosa]
3008868,ARO:3008868,PDC-521,3000098,Class C beta-lactamase PDC-521.,1004,gb|ON651450.1|+|1-1194|PDC-521 [Pseudomonas aeruginosa],gb|UTS94203.1|+|PDC-521 [Pseudomonas aeruginosa]
3008869,ARO:3008869,PDC-522,3000098,Class C beta-lactamase PDC-522.,1004,gb|ON651451.1|+|1-1194|PDC-522 [Pseudomonas aeruginosa],gb|UTS94204.1|+|PDC-522 [Pseudomonas aeruginosa]
3008870,ARO:3008870,PDC-523,3000098,Class C beta-lactamase PDC-523.,1004,gb|ON651452.1|+|1-1137|PDC-523 [Pseudomonas aeruginosa],gb|UTS94205.1|+|PDC-523 [Pseudomonas aeruginosa]
3008871,ARO:3008871,PDC-524,3000098,Class C beta-lactamase PDC-524.,1004,gb|ON651453.1|+|1-1194|PDC-524 [Pseudomonas aeruginosa],gb|UTS94206.1|+|PDC-524 [Pseudomonas aeruginosa]
3008872,ARO:3008872,PDC-525,3000098,Class C beta-lactamase PDC-525.,1004,gb|ON651454.1|+|1-1194|PDC-525 [Pseudomonas aeruginosa],gb|UTS94207.1|+|PDC-525 [Pseudomonas aeruginosa]
3008873,ARO:3008873,PDC-526,3000098,Class C beta-lactamase PDC-526.,1004,gb|ON651455.1|+|1-1194|PDC-526 [Pseudomonas aeruginosa],gb|UTS94208.1|+|PDC-526 [Pseudomonas aeruginosa]
3008874,ARO:3008874,PDC-527,3000098,Class C beta-lactamase PDC-527.,1004,gb|ON651456.1|+|1-1194|PDC-527 [Pseudomonas aeruginosa],gb|UTS94209.1|+|PDC-527 [Pseudomonas aeruginosa]
3008875,ARO:3008875,PDC-528,3000098,Class C beta-lactamase PDC-528.,1004,gb|OP131853.1|+|1-1137|PDC-528 [Pseudomonas aeruginosa],gb|UUM03669.1|+|PDC-528 [Pseudomonas aeruginosa]
3008876,ARO:3008876,PDC-529,3000098,Class C beta-lactamase PDC-529.,1004,gb|OP131854.1|+|1-1194|PDC-529 [Pseudomonas aeruginosa],gb|UUM03670.1|+|PDC-529 [Pseudomonas aeruginosa]
